UniprotEntry,Hydropathy,FCR,IDR,LCR,Pscore,PLAAC,catGRANULE,temp,RAV,Score
Q9FG01,0.400198413,0.33531746,0,0.109126984,0.72,-0.372,0.969739,0.548816667,0.438716388,1
Q9FG30,0.430277778,0.225,0.1375,0.079166667,3.94,0.04,2.13738,0.075858583,0.618255627,1
Q9FG96,0.452513228,0.180952381,0,0.064285714,0.9,-0.142,1.0209,0.186588333,0.320674485,1
Q9FGF3,0.418648473,0.171539961,0.126705653,0.261208577,2.36,0.197,0.608741,0.071045833,0.742230637,1
Q9FGH9,0.466470798,0.278846154,0,0.048076923,0.06,-0.338,0.643601,0.375533333,0.365725988,1
Q9FGK9,0.43726749,0.185925926,0.19037037,0.117037037,4.09,0.185,1.46712,0.145387667,0.676312232,1
Q9FGV1,0.446020003,0.170160296,0,0.05918619,2.11,0.381,0.813996,0.100548833,0.593005253,1
Q9FH77,0.421910878,0.15061296,0.045534151,0.124343257,3.51,0.364,1.11606,0.117305,0.801294703,1
Q9FHD1,0.390295688,0.366940211,0.048065651,0.01992966,4.05,-0.163,0.851453,0.037686633,0.599806158,1
Q9FHG2,0.419632414,0.330827068,0.315789474,0,,-0.435,0.136548,0.284383333,0.473830647,1
Q9FHM9,0.495219255,0.142433234,0,0.077151335,1.58,-0.191,0.629879,0.538083333,0.348262977,1
Q9FIJ4,0.479285315,0.201005025,0,0.075376884,0.32,-0.205,0.243055,0.164561667,0.551504216,1
Q9FJ41,0.507967631,0.176470588,0,0.072829132,1.19,-0.214,0.0244869,0.241433333,0.282154748,1
Q9FJN9,0.41540404,0.313636364,0.259090909,0.218181818,1.14,-0.083,0.327836,0.35631,0.596745768,1
Q9FJR0,0.449769626,0.192185008,0.081339713,0.079744817,4.96,0.402,1.61902,0.087435,0.489958147,1
Q9FK59,0.428355958,0.298642534,0.013574661,0,-1,-0.397,0.23626,0.50175,0.363482064,1
Q9FKL3,0.426059456,0.226755218,0,0.029411765,2.76,0.096,1.46627,0.142785217,0.642252313,1
Q9FKM4,0.469539044,0.232198142,0,0.075851393,1.58,0.061,0.647097,0.117725,0.50314342,1
Q9FKT4,0.458024691,0.206349206,0,0.063492063,4.39,0.129,1.29568,0.190186667,0.616347437,1
Q9FLI4,0.475,0.197435897,0,0.052564103,1.06,-0.164,0.766705,0.03809,0.267837044,1
Q9FLP2,0.406679894,0.279761905,0.720238095,0.238095238,1.08,-0.201,0.320698,0.260593333,0.816616201,1
Q9FLS8,0.481148303,0.257322176,0.027196653,0.018828452,0,-0.312,0.669346,0.1122185,0.363177046,1
Q9FLX6,0.500796317,0.215005599,0,0.017917133,1.11,-0.278,0.756822,0.119965,0.313514076,1
Q9FM19,0.488733489,0.244755245,0,0,1.14,-0.254,0.10097,0.169675,0.46169771,1
Q9FM47,0.419227738,0.205673759,0.200945626,0.449172577,11.13,0.314,6.04224,0.0165473,0.697620158,1
Q9FM71,0.383849765,0.278873239,0.325352113,0.411267606,8.47,0.404,3.38773,0.030682833,0.782089023,1
Q9FMA3,0.435760073,0.212912088,0.078296703,0.050824176,2.09,-0.021,0.897536,0.1223745,0.50111041,1
Q9FMD7,0.497013333,0.1872,0.024,0.104,0.65,-0.117,0.760988,0.046296667,0.394218032,1
Q9FME2,0.418961353,0.245652174,0.165217391,0.213043478,9.49,0.108,1.99407,0.081453983,0.634329128,1
Q9FME3,0.404166667,0.172222222,0.044444444,0.225,1.38,0.367,0.934242,0.171835317,0.800694942,1
Q9FMF5,0.460068514,0.225201072,0.060321716,0.107238606,2.81,0.034,1.06279,0.0370305,0.510353229,1
Q9FMF9,0.466220121,0.260047281,0.173364854,0.063041765,3.12,-0.17,0.629258,0.36503,0.434064191,1
Q9FMM3,0.404719305,0.250291715,0.262543757,0.105017503,3.38,0.106,1.71843,0.12936,0.764761565,1
Q9FMP0,0.325037707,0.43438914,0.447963801,0.343891403,-0.36,-0.443,1.50683,0.135483333,0.785103654,1
Q9FMP4,0.43718638,0.290322581,0.346774194,0,,-0.398,0.101394,0.245083333,0.484163969,1
Q9FMP8,0.434999328,0.253929867,0.014510278,0.093107618,1.33,-0.116,0.72768,0.137473667,0.603130303,1
Q9FMQ0,0.411721414,0.221324717,0.069466882,0.158319871,3.21,0.243,1.24682,0.158586167,0.766637537,1
Q9FMR9,0.4857836,0.268558952,0,0.037117904,0.02,-0.422,0.424248,0.443383333,0.357966031,1
Q9FMT4,0.442093217,0.211610487,0.065543071,0.20411985,2.71,0.339,0.484755,0.503765,0.56113772,1
Q9FMV4,0.462904174,0.211640212,0,0.243386243,1.39,-0.136,-0.126682,0.30485,0.628602776,1
Q9FN19,0.410893602,0.327895595,0,0.182707993,2.98,-0.248,1.12323,0.286865,0.399484757,1
Q9FND0,0.430123457,0.246666667,0.111111111,0.155555556,3.61,-0.004,1.1131,0.099214167,0.631629256,1
Q9FNG3,0.483495146,0.257281553,0,0,1.27,-0.453,0.0499375,0.11449,0.328756351,1
Q9FNR1,0.448291981,0.145631068,0.203883495,0.336569579,11.9,0.41,5.12762,0.030751167,0.761123487,1
Q9FNX5,0.463461538,0.269230769,0,0.022435897,0.77,-0.18,0.601848,0.324616667,0.329823438,1
Q9FPE7,0.410563973,0.234848485,0,0.054924242,3.04,0.155,1.32984,0.359593333,0.652236263,1
Q9FPJ8,0.422652885,0.15245478,0.11627907,0.131782946,5.79,0.368,1.56951,0.042247867,0.527970611,1
Q9FPW4,0.44189287,0.125407166,0,0.096091205,3.62,0.26,1.92561,0.29481,0.779999299,1
Q9FQ03,0.416819172,0.258823529,0.06372549,0.157843137,4.95,0.377,1.33716,0.13498,0.447175527,1
Q9FQ04,0.437873988,0.228088701,0,0.044350581,5.33,0.218,1.13523,0.305508333,0.409778768,1
Q9FUY2,0.42079007,0.163265306,0,0.196562836,3.95,0.997,1.06314,0.075385,0.619753377,1
Q9FVE6,0.400272109,0.32244898,0.473469388,0.314285714,-0.62,-0.377,0.987757,0.167686667,0.655779955,1
Q9FVQ1,0.369678835,0.387791741,1,0.463195691,11.66,0.027,2.57029,0.021338917,0.72601325,1
Q9FWS3,0.409246488,0.12183908,0.029885057,0.08045977,3.85,0.44,1.1936,0.693616667,0.758621282,1
Q9FWS9,0.403837998,0.217557252,0,0.175572519,3.65,0.225,1.21186,0.189963833,0.716376926,1
Q9FXA2,0.446812386,0.202682563,0,0.172876304,3.64,0.53,1.11189,0.034844717,0.522230977,1
Q9FXG8,0.414869888,0.221189591,0,0.204460967,3.41,0.149,1.32695,0.249315,0.718876056,1
Q9FXT6,0.418474688,0.230769231,0.299802761,0.214990138,1.69,-0.078,0.145288,0.3659945,0.751642514,1
Q9FY64,0.464546784,0.296052632,0,0.072368421,0.35,-0.366,0.198737,0.692033333,0.51043358,1
Q9FY71,0.51842526,0.125899281,0,0,2.31,-0.143,0.289971,0.157568333,0.343771159,1
Q9FYB7,0.342018779,0.35915493,0.366197183,0.200704225,4.91,-0.193,1.96937,0.171373167,0.692245842,1
Q9FYE4,0.437947269,0.144067797,0.310734463,0.38700565,8.84,0.323,1.92157,0.051304833,0.608138669,1
Q9FZ76,0.434716261,0.321888412,0.107296137,0.120171674,0.5,-0.375,1.01535,0.395533333,0.552398443,1
Q9FZA2,0.447508511,0.178272981,0,0.52367688,3.72,-0.143,-0.22458,0.45695,0.64446297,1
Q9FZH0,0.407907908,0.243243243,0.153153153,0,,-0.317,1.02162,0.291916667,0.418725423,1
Q9LD43,0.441670279,0.305591678,0.10923277,0.128738622,0.55,-0.223,0.922104,0.111429833,0.464780547,1
Q9LDD1,0.445572139,0.23880597,0,0.080597015,1.01,-0.142,-0.207166,0.1001475,0.706262513,1
Q9LE42,0.427671324,0.226946108,0.005389222,0.013772455,1.83,0.14,0.984081,0.294063833,0.559883193,1
Q9LES2,0.408995816,0.246861925,0.175732218,0.19874477,5.1,0.302,2.02824,0.034334583,0.670774699,1
Q9LET8,0.418696884,0.240793201,0,0.02266289,1.54,0.095,0.651687,0.297755333,0.701339301,1
Q9LEX5,0.465830636,0.257281553,0,0,0.63,-0.241,0.368022,0.106685833,0.33268618,1
Q9LEY9,0.477635328,0.301282051,0.08974359,0,-1.08,-0.602,-0.291719,0.483833333,0.404183892,1
Q9LF06,0.443697479,0.174369748,0,0.111344538,1.71,0.15,0.126322,0.134910667,0.734801184,1
Q9LFA5,0.391524217,0.346153846,0.935897436,0.230769231,1.52,-0.265,-0.887931,0.388933333,0.618232874,1
Q9LFC0,0.427345679,0.188888889,0.222222222,0.033333333,2.98,0.151,0.298139,0.452863333,0.759230113,1
Q9LFX8,0.408386243,0.252380952,0.169047619,0.15952381,10.02,0.457,1.71981,0.228125167,0.644197822,1
Q9LHA4,0.477809433,0.236467236,0,0,-0.67,-0.343,-0.430015,0.438933333,0.296429569,1
Q9LHA6,0.452762763,0.248648649,0,0.02972973,-0.03,-0.295,0.630729,0.18265,0.414760981,1
Q9LHB9,0.489520202,0.164772727,0,0.039772727,0.15,-0.141,-0.210074,0.094791667,0.321981796,1
Q9LHF1,0.486977058,0.163967611,0.147773279,0.204453441,2.63,0.029,0.135829,0.064489167,0.433667044,1
Q9LHL2,0.411266294,0.217877095,0.134078212,0.363128492,9.5,0.162,4.06892,0.068635417,0.648860372,1
Q9LHN2,0.47189781,0.244525547,0,0.098540146,-0.47,-0.201,-0.137937,0.151193333,0.394062563,1
Q9LHP1,0.428051002,0.323770492,0.180327869,0.090163934,-0.94,-0.371,0.958287,0.505,0.404520051,1
Q9LID3,0.442310732,0.247510669,0.119487909,0.058321479,1.09,-0.2,1.28416,0.103035,0.387360712,1
Q9LIF9,0.446510647,0.269449715,0.018975332,0.077798861,1.42,-0.371,1.04725,0.0257005,0.274275804,1
Q9LII1,0.453302611,0.258064516,0,0.050691244,-0.31,-0.344,0.418106,0.1730005,0.60382368,1
Q9LIQ9,0.414176782,0.263305322,0.203081232,0.075630252,3.38,-0.066,0.793904,0.187824833,0.757450873,1
Q9LJE5,0.414792604,0.191904048,0.130434783,0.130434783,4.79,0.249,1.71201,0.108628333,0.703395542,1
Q9LJG3,0.483843537,0.18622449,0,0.033163265,1.34,-0.207,0.725899,0.145535,0.315723362,1
Q9LJH8,0.441920375,0.163934426,0,0.163934426,1.6,0.151,0.628638,0.0483985,0.506732419,1
Q9LJL8,0.491579472,0.195067265,0.056053812,0.141255605,0.66,-0.202,-0.352519,0.29915,0.368424489,1
Q9LJQ7,0.444811478,0.138138138,0.028528529,0.205705706,4.17,0.327,0.294153,0.068429617,0.776403555,1
Q9LJR7,0.440421456,0.2,0,0,1.78,-0.166,1.4812,0.1805625,0.345655172,1
Q9LJW6,0.411666667,0.3,0.841666667,0.166666667,,-0.266,0.326121,0.472016667,0.537508019,1
Q9LJX4,0.431818707,0.210197711,0.004162331,0.031217482,3.17,0.19,0.9034,0.043881667,0.611365446,1
Q9LK52,0.336956522,0.443478261,0.760869565,0.295652174,0.17,-0.308,0.709531,0.146401667,0.734472806,1
Q9LKA4,0.455913091,0.178217822,0,0.272277228,7.95,0.249,2.82146,0.024066817,0.623599219,1
Q9LKA5,0.394514768,0.174683544,0.339240506,0.475949367,7.8,0.6,1.49522,0.085074833,0.683075892,1
Q9LKR3,0.448563362,0.307922272,0.103139013,0.080717489,0.86,-0.358,1.47016,0.230115,0.31292319,1
Q9LKU3,0.440809403,0.312977099,0.075245365,0.063249727,0.75,-0.37,0.589122,0.1386155,0.419215222,1
Q9LM13,0.461410512,0.236526946,0,0,0.08,-0.327,-0.0565861,0.457353333,0.431173651,1
Q9LM78,0.4177298,0.220804711,0.302257115,0.14720314,5.93,0.182,1.76728,0.1721398,0.715475954,1
Q9LM90,0.411111111,0.333333333,0.227848101,0.054852321,0.39,-0.454,0.145288,0.25837,0.508312913,1
Q9LME7,0.401030928,0.137457045,0.192439863,0.29209622,3.98,0.477,0.71319,0.118325,0.712375036,1
Q9LMJ4,0.46427379,0.278797997,0,0.035058431,2.23,-0.206,0.509879,0.3187,0.364425046,1
Q9LMQ2,0.503703704,0.186046512,0,0.069767442,1.18,-0.296,1.23767,0.421536667,0.554810948,1
Q9LMX6,0.426765317,0.242990654,0.11682243,0.212616822,5.5,0.159,1.4804,0.0759025,0.615198367,1
Q9LN10,0.461311528,0.197691198,0.028860029,0.141414141,2.68,0.005,0.536375,0.19779,0.552352243,1
Q9LN62,0.470716511,0.257009346,0,0.063084112,0.96,-0.28,0.501025,0.201861667,0.388320472,1
Q9LNC5,0.470753124,0.249240122,0.044579534,0.019250253,1.32,-0.273,0.578488,0.227416667,0.317895994,1
Q9LNE0,0.387496717,0.212765957,0.304964539,0.160756501,3.05,0.647,0.518063,0.054714,0.717260955,1
Q9LNJ3,0.495509737,0.177319588,0,0.150515464,2.15,-0.206,0.859589,0.0382885,0.325285002,1
Q9LNV0,0.417013889,0.198863636,0.346590909,0.178977273,4.28,0.148,0.146072,0.105261,0.685546914,1
Q9LNV5,0.409055209,0.216216216,0.139293139,0.224532225,3.48,0.414,0.526476,0.097852167,0.569534456,1
Q9LP53,0.44965812,0.292307692,0.507692308,0.130769231,,-0.308,-0.482354,0.626483333,0.484440247,1
Q9LP77,0.478931298,0.221374046,0.033587786,0.07480916,0.93,-0.193,0.935842,0.016537833,0.400465072,1
Q9LPC4,0.486634067,0.261613692,0,0.02200489,-0.47,-0.343,0.0445141,0.142676667,0.419324458,1
Q9LPV9,0.456422608,0.242774566,0.00867052,0,-0.38,-0.384,-0.353287,0.194838333,0.298594557,1
Q9LQ55,0.438164251,0.268478261,0.065217391,0.064130435,6.93,0.023,1.22714,0.136777167,0.428288686,1
Q9LQI9,0.447122779,0.167064439,0,0.081145585,1.85,0.13,0.738265,0.059435333,0.495324436,1
Q9LQM3,0.427372685,0.203125,0.010416667,0.143229167,4.5,0.03,1.93087,0.076740833,0.71619157,1
Q9LQU7,0.413999264,0.341059603,0.135761589,0.144039735,2.24,-0.156,0.7908,0.209456667,0.673135362,1
Q9LRX8,0.462081985,0.296116505,0,0,-0.62,-0.426,0.0935695,0.664,0.422734471,1
Q9LS25,0.471558056,0.253164557,0,0,-0.31,-0.308,0.135143,0.227221667,0.399141732,1
Q9LS40,0.494044444,0.174,0,0.034,0.98,-0.26,0.675226,0.009502167,0.333686689,1
Q9LS42,0.398467989,0.35413643,0.101596517,0.111756168,0.55,-0.394,0.721717,0.090064,0.597802007,1
Q9LS97,0.373555556,0.433333333,0.44,0.193333333,0.48,-0.417,0.849967,0.46635,0.555503264,1
Q9LSI8,0.469391366,0.242038217,0,0.031847134,1.41,-0.302,0.579435,0.174937667,0.486132388,1
Q9LSK7,0.426018519,0.20625,0.4125,0.460416667,2.52,0.179,0.592798,0.096502,0.771334656,1
Q9LT23,0.392878338,0.28189911,0.231454006,0.181008902,2.4,0.127,-0.0493168,0.218839167,0.75609895,1
Q9LT25,0.406959415,0.281437126,0.100598802,0.098203593,3.03,0.107,0.971176,0.039919483,0.627610603,1
Q9LT39,0.507245053,0.169863014,0,0.032876712,1.1,-0.203,0.363137,0.075928,0.309815527,1
Q9LT78,0.459144543,0.230088496,0,0.10619469,3.68,-0.247,0.86903,0.122121167,0.338550435,1
Q9LTF2,0.429671012,0.251396648,0.480446927,0.430167598,5.97,-0.067,2.01691,0.095306667,0.628775061,1
Q9LTQ5,0.464057461,0.205804749,0,0,0.43,-0.25,0.757394,0.058753333,0.426633781,1
Q9LTT8,0.459747024,0.205357143,0.040178571,0.087053571,2.12,0.194,0.771018,0.114204,0.557476346,1
Q9LTT9,0.456956882,0.201492537,0.036567164,0.042537313,2.26,0.264,0.846732,0.060733667,0.55118039,1
Q9LTY1,0.421395776,0.319559229,0,0.090909091,2.77,-0.22,0.475836,0.213894167,0.586900623,1
Q9LU44,0.410627418,0.201492537,0.339552239,0.2039801,4.55,0.204,1.21126,0.145048833,0.680155115,1
Q9LUD4,0.415855181,0.275280899,0,0,-0.87,-0.228,0.119347,0.348683333,0.448683815,1
Q9LUQ6,0.37814992,0.38277512,0.23923445,0.081339713,-0.71,-0.404,0.979818,0.12262,0.537874835,1
Q9LUV4,0.446741855,0.251879699,0,0.169172932,4.32,0.133,0.252889,0.1372775,0.520251877,1
Q9LUW5,0.465025253,0.228896104,0.105519481,0.211038961,10.37,0.133,2.23301,0.0564674,0.519154656,1
Q9LUW6,0.470418944,0.209836066,0.11147541,0.244262295,12.01,0.283,2.4708,0.02593305,0.507172466,1
Q9LV05,0.330445009,0.392040644,0.587637595,0.183742591,4.15,0.036,2.31799,0.082882017,0.820470179,1
Q9LV11,0.513423989,0.219665272,0,0.09832636,-0.07,-0.306,0.502708,0.372766667,0.324814884,1
Q9LV48,0.437406271,0.17791411,0.257668712,0.372699387,5.73,0.126,0.939616,0.031865333,0.575201073,1
Q9LV59,0.360326994,0.423423423,0.486486486,0.237237237,1.04,-0.389,1.25167,0.079773,0.670596205,1
Q9LVA0,0.410413553,0.396860987,0,0.174887892,0.22,-0.503,0.667647,0.750866667,0.656472423,1
Q9LVC9,0.476388889,0.225,0.891666667,0.358333333,,-0.129,2.29881,0.3913,0.586617206,1
Q9LVI6,0.492684183,0.224111283,0,0.068006182,1.47,-0.199,0.921941,0.006831667,0.391126126,1
Q9LVL5,0.444347149,0.250437828,0.068301226,0.064798599,0.6,0.009,0.514616,0.094302333,0.513489958,1
Q9LVS0,0.420882801,0.210958904,0.128767123,0.230136986,4.85,-0.075,0.767489,0.164782,0.771449223,1
Q9LVU5,0.448215184,0.294117647,0,0.058823529,0.71,-0.476,0.0616664,0.703533333,0.508155843,1
Q9LVX1,0.402900147,0.252202643,0.140969163,0.072687225,4.4,0.055,1.54034,0.1344476,0.753064706,1
Q9LW11,0.430555556,0.207317073,0,0.18902439,7.32,-0.202,2.09703,0.005264733,0.632959775,1
Q9LX65,0.493046107,0.240362812,0,0,-1.5,-0.415,-0.388915,0.385501667,0.304614292,1
Q9LX88,0.483589744,0.269230769,0,0,,-0.507,0.875663,0.4657,0.353581817,1
Q9LXC6,0.402992258,0.163841808,0.145009416,0.203389831,1.85,0.376,0.666079,0.02021425,0.724186739,1
Q9LXG1,0.41352413,0.333333333,0.166666667,0.101010101,1.04,-0.352,0.972156,0.075883333,0.455863838,1
Q9LXU5,0.521862833,0.164420485,0,0.056603774,1.1,-0.138,0.537551,0.0792875,0.310605644,1
Q9LXZ9,0.388461817,0.306188925,0.026710098,0.063843648,2.59,0.066,1.1342,0.283493667,0.842544181,1
Q9LY87,0.441358025,0.188034188,0.147435897,0.168803419,3.1,0.218,0.267314,0.061088833,0.446244179,1
Q9LYD9,0.401834955,0.251824818,0.02919708,0.034671533,1.63,0.067,1.35328,0.222021667,0.84231887,1
Q9LYK9,0.402136752,0.284615385,0.5,0.4,,-0.282,-0.0320829,0.29195,0.621494481,1
Q9LYN7,0.435599657,0.213891951,0.104740904,0.106945976,4.39,0.164,1.63136,0.099616333,0.666575563,1
Q9LYW3,0.418386243,0.255952381,0.18452381,0.125,0.41,-0.251,-0.512901,0.53315,0.549675011,1
Q9LZ00,0.445722483,0.211267606,0.237089202,0.338028169,2.32,0.138,-0.359985,0.220238333,0.712385971,1
Q9LZ82,0.447390841,0.24600639,0.095846645,0.025559105,0.55,-0.08,1.06365,0.183317667,0.448976815,1
Q9LZH9,0.436935764,0.3203125,0.12109375,0.1171875,0.28,-0.479,0.372939,0.7281,0.481797105,1
Q9LZI2,0.463570537,0.233707865,0.058426966,0.029213483,1,-0.281,0.668415,0.114173333,0.424092924,1
Q9LZQ7,0.334237996,0.35908142,0.24217119,0.162839248,7.96,0.244,1.47125,0.215666833,0.71993571,1
Q9LZR5,0.38276644,0.316326531,0.476190476,0.299319728,2.39,-0.161,1.03629,0.067281667,0.688204736,1
Q9LZS7,0.490405447,0.175487465,0,0.100278552,1.01,-0.092,0.591311,0.129003333,0.333405545,1
Q9M034,0.433864013,0.286567164,0.176119403,0.095522388,4.98,-0.064,1.29864,0.218888167,0.485235212,1
Q9M0E2,0.433411033,0.258741259,0.454545455,0,-0.53,-0.234,0.862611,0.427733333,0.435259818,1
Q9M0I2,0.507070707,0.174242424,0,0.045454545,0.56,-0.274,0.49583,0.036817,0.364542848,1
Q9M0N1,0.456759259,0.272916667,0,0.3,4.26,-0.21,0.838891,0.020469083,0.50690379,1
Q9M0V5,0.420044444,0.336,0.372,0.148,-0.23,-0.47,0.797252,0.268253333,0.699722391,1
Q9M155,0.395206972,0.254901961,0.105042017,0.077030812,4.6,0.263,1.49979,0.21205475,0.71118672,1
Q9M1E4,0.425367936,0.210313448,0,0.055611729,2.89,0.061,1.24202,0.069657667,0.738558368,1
Q9M1S3,0.431332482,0.130268199,0,0.107279693,3.17,0.447,1.00831,0.131268667,0.717483284,1
Q9M2D8,0.414989518,0.367924528,0.943396226,0.377358491,1.26,-0.477,-0.776261,0.027106333,0.719740206,1
Q9M2E0,0.444622936,0.208835341,0.130522088,0.074297189,0.18,0.558,0.386219,0.158238333,0.373340079,1
Q9M2F9,0.444564843,0.205882353,0.082043344,0.188854489,10.13,0.295,2.48222,0.120480167,0.478182296,1
Q9M2K4,0.388078352,0.23100304,0.085106383,0.209726444,1.65,0.11,0.555716,0.226955333,0.769527987,1
Q9M2P9,0.443203149,0.245231608,0.111716621,0.136239782,1.52,0.02,1.41377,0.142258333,0.613427614,1
Q9M339,0.495046854,0.261044177,0,0.084337349,-1.48,-0.494,0.0318542,0.598483333,0.475446952,1
Q9M352,0.394246032,0.383928571,0.964285714,0,,-0.519,1.09353,0.379166667,0.568186104,1
Q9M354,0.39573953,0.22875817,0.156862745,0.183006536,4.37,0.237,2.15274,0.029625,0.707548834,1
Q9M356,0.500437083,0.163561077,0,0.093167702,2.03,-0.221,0.765333,0.030145667,0.340877445,1
Q9M371,0.413909986,0.241772152,0.121518987,0.086075949,5.21,0.235,1.36123,0.23852835,0.70750908,1
Q9M3A8,0.451969617,0.294117647,0.096979332,0.151033386,0.2,-0.148,0.69135,0.0624543,0.419774156,1
Q9M837,0.415555556,0.224489796,0.420408163,0.302040816,1.93,0.171,0.0582686,0.176098333,0.607641163,1
Q9M8T0,0.489863548,0.199362041,0.014354067,0.111642743,1.88,-0.184,0.835657,0.052116833,0.390497843,1
Q9M8Y5,0.512568306,0.136612022,0,0,0.54,-0.123,0.351065,0.166028333,0.296068464,1
Q9M8Z8,0.471207265,0.194711538,0,0.0625,1.54,-0.13,0.763863,0.0907155,0.28269885,1
Q9M9H4,0.467911111,0.3,0,0.066,0.92,-0.503,0.763667,0.475783333,0.560765868,1
Q9M9S3,0.477017322,0.209125475,0,0,0.29,-0.359,0.59203,0.198815,0.569491493,1
Q9M9W1,0.427956989,0.35483871,0.717741935,0.217741935,,-0.578,0.756985,0.6437,0.471291806,1
Q9MA75,0.401759531,0.255131965,0.258064516,0.079178886,1.02,0.146,0.875973,0.158407,0.766452208,1
Q9MAB2,0.375154321,0.423611111,1,0.326388889,-0.45,-0.593,-0.359805,0.337775,0.687506654,1
Q9MAB3,0.438920158,0.339587242,0.157598499,0.163227017,0.08,-0.331,1.02814,0.153231667,0.467484035,1
Q9MAC8,0.453493266,0.234848485,0,0.032828283,1.63,-0.243,0.903825,0.350935,0.462810129,1
Q9MAH8,0.40912191,0.191815857,0.168797954,0.115089514,1.86,0.144,0.560225,0.152242233,0.794798173,1
Q9MAN1,0.409342024,0.217877095,0.212290503,0.181564246,1.61,0.131,1.2676,0.080910833,0.720751598,1
Q9S713,0.47843021,0.234875445,0,0.028469751,0.3,-0.183,0.511006,0.4346,0.420264233,1
Q9S728,0.452178649,0.08496732,0.104575163,0.545751634,7.06,0.019,-0.23118,0.039826667,0.615810289,1
Q9S746,0.478918818,0.195286195,0,0.057239057,0.57,-0.139,0.993311,0.085513333,0.28887296,1
Q9S7E6,0.465017361,0.25,0.40625,0.2421875,,-0.319,1.34833,0.187986667,0.55208855,1
Q9S7I0,0.39592791,0.288446825,0.034429992,0.137719969,2.46,-0.138,1.45399,0.23704,0.749783098,1
Q9S7L6,0.435914385,0.239376771,0,0.04815864,4.91,0.144,0.949254,0.088805167,0.549527219,1
Q9S7M0,0.503773585,0.169811321,0,0,1.21,-0.254,0.96755,0.294626667,0.503867289,1
Q9S7N9,0.476190476,0.217261905,0,0.06547619,0.87,-0.106,0.732107,0.223243333,0.578552371,1
Q9S7W1,0.489170692,0.213768116,0.166666667,0.036231884,2.88,-0.293,0.753326,0.291011667,0.552130825,1
Q9S7W5,0.41086072,0.214084507,0.107042254,0.129577465,1.68,0.102,0.528501,0.237399833,0.799288525,1
Q9S7Z8,0.515104167,0.1453125,0,0.021875,2.9,0.051,0.515106,0.061646,0.539037936,1
Q9S814,0.494307058,0.183925811,0,0.105873261,4.22,0.052,0.921222,0.114786667,0.548777518,1
Q9S9N1,0.458066735,0.278637771,0.026315789,0.049535604,0.95,-0.303,1.12811,0.406118333,0.30769942,1
Q9S9T7,0.472222222,0.252380952,0,0.071428571,-1.18,-0.358,-1.00729,0.319266667,0.39919745,1
Q9SA26,0.431967451,0.224934612,0.009590235,0.02179599,1.95,0.216,1.24285,0.114726367,0.650142654,1
Q9SA42,0.460888889,0.233333333,0,0.12,-1.56,-0.148,-0.36464,0.345533333,0.563067857,1
Q9SA77,0.471227791,0.229116945,0,0,-0.67,-0.257,0.714252,0.17195,0.343307258,1
Q9SAB3,0.435116598,0.162962963,0.130864198,0.214814815,6.78,0.499,1.23994,0.068418,0.552165483,1
Q9SAD7,0.367455981,0.329690346,1,0.33151184,9.31,0.03,2.6944,0.054792833,0.768591631,1
Q9SAF2,0.400659298,0.212914485,0.153577661,0.279232112,9.51,0.44,2.94651,0.029086383,0.779821518,1
Q9SAJ2,0.431294516,0.224358974,0.007211538,0.011217949,2.6,0.184,1.43048,0.1394445,0.654958874,1
Q9SAV0,0.453896104,0.229437229,0.010822511,0.023809524,1.28,-0.146,2.27489,0.035289167,0.322933643,1
Q9SB42,0.407518116,0.347826087,0.369565217,0.176630435,0.58,-0.527,0.859115,0.166664833,0.665410118,1
Q9SB47,0.375060954,0.184952978,1,0.103448276,7.56,0.298,1.06452,0.384833333,0.828386894,1
Q9SB64,0.462957702,0.21875,0,0.011363636,2.2,-0.08,1.137,0.046620833,0.602360918,1
Q9SCK9,0.416963973,0.233997901,0.103882476,0.03043022,2.98,0.03,0.918641,0.134057833,0.793557246,1
Q9SCP9,0.414797747,0.285714286,0.207373272,0.124423963,1.3,-0.013,-0.274566,0.61005,0.590056069,1
Q9SCW1,0.469250951,0.177095632,0,0.036599764,2.63,-0.16,1.32201,0.237633333,0.258394709,1
Q9SCY5,0.443637063,0.193771626,0.141868512,0.065743945,-0.58,-0.117,-0.119102,0.47775,0.628629602,1
Q9SD86,0.413768599,0.183877415,0,0.023317788,3.57,0.197,1.58049,0.131688983,0.800995572,1
Q9SD87,0.420591512,0.190519599,0,0.035551504,2.24,0.179,1.37636,0.0835588,0.80628549,1
Q9SE50,0.443371212,0.236742424,0,0.026515152,2.21,-0.173,1.30816,0.0519835,0.25837746,1
Q9SE83,0.44552638,0.259299781,0.071115974,0.077680525,7.89,0.075,1.13376,0.173208667,0.426237999,1
Q9SF10,0.450052709,0.210626186,0,0.018975332,-0.26,-0.29,-0.686237,0.190586167,0.799909276,1
Q9SF21,0.487833333,0.24,0,0,-0.61,-0.509,-0.330728,0.112452,0.302861308,1
Q9SF29,0.44273183,0.323308271,0,0.045112782,1.43,-0.379,-0.0959872,0.06735,0.547686932,1
Q9SF53,0.41535682,0.37398374,0.796747967,0.203252033,,-0.544,-0.353859,0.48745,0.546576627,1
Q9SFF6,0.475502008,0.2,0,0,1.86,-0.169,0.744701,0.064580333,0.257908275,1
Q9SFU0,0.46645258,0.17822736,0.20327553,0.134874759,4.78,0.214,0.612286,0.38903,0.418172373,1
