"UniproEntry","Hydropathy","FCR","IDR","LCR","Pscore","PLAAC","catGRANULE","PhosFreq","Score"
"A0A1D6NJH5",0.479316239,0.127692308,0.029230769,0.069230769,1.85,0.321,0.74689,0.081538462,1
"A0A1D6NLX5",0.440327738,0.194244604,0.095323741,0.170863309,8.44,0.378,0.846063,0.098920863,1
"A0A1D6NMB1",0.457199682,0.245823389,0.076372315,0.307875895,0.76,-0.134,-0.216625,0.109785203,1
"A0A1D6NMC0",0.454065657,0.202272727,0,0.061363636,1.91,-0.202,-0.120082,0.118181818,1
"A0A1D6NN32",0.488120104,0.242819843,0,0.031331593,1.65,-0.294,0.618902,0.087467363,1
"A0A1D6NNI2",0.371350324,0.346076459,0.38832998,0.235412475,2.73,0.296,1.01749,0.102615694,1
"A0A1D6NNQ8",0.37184662,0.342078708,0.2209889,0.203834511,2.87,0.278,1.03709,0.099899092,1
"A0A1D6NVQ7",0.454116292,0.20984456,0.007772021,0.015544041,1.92,-0.17,0.864571,0.095854922,1
"A0A1D6NVR3",0.45442097,0.232394366,0.01056338,0,1.14,-0.28,0.571611,0.116197183,1
"A0A1D6NVZ3",0.483501684,0.242424242,0,0,-0.05,-0.487,-0.263115,0.103030303,1
"A0A1D6NZL0",0.398306657,0.192066806,0.542797495,0.123173278,4.19,0.193,0.244705,0.169102296,1
"A0A1D6P0G3",0.441253307,0.172619048,0.044642857,0.174107143,3.35,0.362,0.500061,0.117559524,1
"A0A1D6P1C9",0.383187135,0.349415205,0.33625731,0.206871345,5.29,0.196,1.81628,0.099415205,1
"A0A1D6P5H9",0.441308793,0.220858896,0,0,-0.16,-0.223,0.513701,0.095092025,1
"A0A1D6P5I6",0.462407407,0.233333333,0,0.116666667,1.83,-0.252,0.762066,0.085185185,1
"A0A1D6P6V1",0.437665854,0.225832656,0.125101543,0.107229894,2.06,-0.06,1.31456,0.142973193,1
"A0A1D6P6Y6",0.450966576,0.164227642,0.06504065,0.169105691,2.86,-0.014,1.2313,0.086178862,1
"A0A1D6P7I1",0.478304371,0.180094787,0,0,-1.13,-0.095,0.0834252,0.127962085,1
"A0A1D6P9I1",0.508612975,0.231543624,0,0.231543624,2.23,-0.356,-0.815679,0.063758389,1
"A0A1D6PBQ1",0.432232232,0.261261261,0,0,0.74,-0.333,0.617595,0.130630631,1
"A0A1D6PJM7",0.462776446,0.258992806,0,0.028776978,0.92,-0.321,0.196352,0.074340528,1
"A0A1D6PK71",0.429261364,0.180397727,0.154829545,0.194602273,4.69,0.232,1.07396,0.132102273,1
"A0A1D6PKL9",0.381433692,0.193548387,0,0.516129032,14.69,0.403,4.05373,0.077419355,1
"A0A1D6Q0Q2",0.485895997,0.249158249,0,0,0.79,-0.33,0.091789,0.084175084,1
"A0A1D6Q1I4",0.464139247,0.145922747,0.103004292,0.053648069,1.78,0.24,0.204667,0.098712446,1
"A0A1D6Q1I5",0.466972693,0.144067797,0.101694915,0.052966102,1.69,0.24,0.249753,0.099576271,1
"A0A1D6Q549",0.453858025,0.231837607,0,0.050213675,3.32,-0.012,0.745502,0.013888889,1
"A0A1D6Q5T3",0.438548318,0.216475096,0.109195402,0.101532567,0.16,0.686,0.476522,0.166666667,1
"A0A1D6Q5Y2",0.432364934,0.290519878,0.155963303,0.148318043,4.07,-0.061,0.761151,0.059633028,1
"A0A1D6Q7M9",0.490561529,0.247311828,0,0,-0.15,-0.383,0.224776,0.120967742,1
"A0A1D6Q9Q2",0.454180064,0.237942122,0.054662379,0.194533762,7.89,0.056,2.14316,0.04340836,1
"A0A1D6QEB7",0.40089717,0.314699793,0.229813665,0.149068323,0.84,-0.035,0.675619,0.037267081,1
"A0A1D6QEM2",0.431407533,0.189464741,0,0.112149533,5.34,0.209,1.08984,0.019541206,1
"A0A1D6QF82",0.439433551,0.253393665,0.054298643,0.268476621,5.41,-0.142,1.08619,0.253393665,1
"A0A1D6QGI9",0.452072968,0.114427861,0.2960199,0.485074627,3.41,0.079,-0.0971797,0.149253731,1
"A0A1D6QID2",0.456230816,0.151381215,0.028729282,0.08839779,2.7,0.145,1.42599,0.048618785,1
"A0A1D6QK59",0.441611037,0.189586115,0,0.054739653,1.3,0.109,0.950054,0.062750334,1
"A0A1D6QKG3",0.443058824,0.192941176,0,0.291764706,0.73,0.289,0.071141,0.16,1
"A0A1D6QL43",0.493031526,0.229238754,0.038927336,0.126297578,1.82,-0.269,0.100071,0.009515571,1
"A0A1D6QLL1",0.425774278,0.234645669,0,0.105511811,1.94,0.327,1.1951,0.168503937,1
"A0A1D6QP33",0.436819172,0.22745098,0.082352941,0.296078431,10.71,0.315,3.65761,0.052941176,1
"A0A1D6QQA9",0.413117066,0.186177715,0.165021157,0.055007052,6.27,0.233,0.924375,0.074753173,1
"A0A1D6QRT7",0.455100715,0.263157895,0.076023392,0.116959064,0.18,-0.346,-0.257561,0.561403509,1
"A0A1D6QTH3",0.482188109,0.260964912,0,0.046052632,0.07,-0.287,0.393342,0.024122807,1
"A0A1D6S251",0.495618153,0.253521127,0.197183099,0,NA,-0.653,-1.55089,0.042253521,1
"A0A1I9LLC0",0.39933665,0.233830846,0.361525705,0.189054726,3.56,0.53,1.20972,0.135986733,1
"A0A1I9LLZ1",0.446611342,0.219917012,0.139004149,0.170124481,4.52,-0.009,1.69304,0.128630705,1
"A0A1I9LMB4",0.492132737,0.177852349,0,0.100671141,0.83,-0.251,0.88762,0.067114094,1
"A0A1I9LMI8",0.516383745,0.085648148,0.018518519,0.902777778,9.89,0.264,12.6034,0.009259259,1
"A0A1I9LPJ2",0.402440291,0.364485981,0.140186916,0.112149533,-1.41,-0.514,0.485572,0.08411215,1
"A0A1I9LQM9",0.467676768,0.245791246,0,0.141414141,0.48,-0.264,1.97383,0.111111111,1
"A0A1I9LRG3",0.46209596,0.206818182,0,0.168181818,2.38,-0.001,-0.359511,0.086363636,1
"A0A1I9LRS6",0.436987916,0.143236074,0.236074271,0.408488064,9.37,0.366,1.67677,0.111405836,1
"A0A1I9LSB9",0.352093398,0.280193237,0.461352657,0.560386473,11.95,0.221,5.95975,0.118357488,1
"A0A1P8AM97",0.371685824,0.095402299,1,0.979310345,0.18,0.108,-0.507706,0.345977011,1
"A0A1P8AQ03",0.416367805,0.129697863,0,0.238761975,2.68,0.639,0.833468,0.129697863,1
"A0A1P8AQT8",0.449817251,0.190789474,0,0.088815789,1.03,-0.193,0.592683,0.115131579,1
"A0A1P8ASS1",0.449015682,0.207207207,0.018018018,0.117117117,2.62,0.08,0.770152,0.105105105,1
"A0A1P8ATZ6",0.483091787,0.206521739,0,0.239130435,0.45,-0.177,-0.0365914,0.130434783,1
"A0A1P8AV32",0.473563017,0.189401889,0,0.064008395,2.85,-0.015,1.35078,0.136935992,1
"A0A1P8AVY3",0.491688713,0.21031746,0,0.089285714,0.22,-0.33,0.649678,0.109126984,1
"A0A1P8AXC4",0.459105851,0.262327416,0,0.059171598,0.72,-0.303,2.10523,0.100591716,1
"A0A1P8AY36",0.436610343,0.271889401,0,0,-0.68,-0.237,-0.0217262,0.110599078,1
"A0A1P8B068",0.485320357,0.131386861,0,0.062043796,1.06,-0.243,-0.291278,0.113138686,1
"A0A1P8B0W4",0.440984757,0.193140794,0.138086643,0.107400722,5.41,0.24,1.13345,0.104693141,1
"A0A1P8B6K1",0.362656287,0.238499646,0.831564048,0.098372258,7.14,0.163,2.45158,0.148619958,1
"A0A1P8B9B2",0.405406556,0.256704981,0,0.490421456,7.44,0.128,-0.275073,0.053639847,1
"A0A1P8BBL5",0.399214242,0.287292818,0.226519337,0.170165746,6.67,0.313,1.30623,0.109392265,1
"A0A1P8BBP3",0.408943089,0.242026266,0.21575985,0.159474672,1.14,-0.128,0.534823,0.148217636,1
"A0A1P8BF32",0.447762919,0.310549777,0.104011887,0.074294205,0.84,-0.358,1.40942,0.075780089,1
"A0A1P8BG25",0.48515353,0.203703704,0,0.086894587,1.03,-0.179,1.04433,0.098290598,1
"A0A1P8BGZ1",0.498324089,0.222758991,0,0.042941492,0.33,-0.326,0.526051,0.106816962,1
"A0A2P1AAS7",0.466178679,0.258445946,0.059121622,0.091216216,0.4,-0.244,0.527407,0.0625,1
"A0A2X0SEJ8",0.462956437,0.174449339,0,0.079295154,3.08,0.358,0.472275,0.11277533,1
"A0A2X0SIM8",0.479365079,0.223443223,0,0.117216117,1.97,-0.257,0.476669,0.102564103,1
"A0A2X0SN42",0.397078544,0.129310345,0.25862069,0.278017241,4.37,0.616,1.18517,0.088362069,1
"A0A2X0TQ86",0.524444444,0.2,0.873684211,0,NA,-0.643,-0.967599,0.052631579,1
"A0A2X0TVC8",0.467652495,0.243992606,0,0.060998152,-0.13,-0.261,0.426176,0.086876155,1
"A0A341P0J7",0.444919786,0.304812834,0.026737968,0,-0.41,-0.402,0.543465,0.090909091,1
"A0A341PIP8",0.50941869,0.158940397,0,0,-0.01,-0.248,0.26751,0.105960265,1
"A0A341UET3",0.467530864,0.211111111,1,0.111111111,NA,-0.401,-0.896588,0.088888889,1
"A0A341W6K0",0.449294749,0.258804259,0.036855037,0.053235053,0.72,-0.089,1.13202,0.090909091,1
"A0A341W7H8",0.543703704,0.145454545,0,0.139393939,-0.25,-0.17,-0.0352193,0.096969697,1
"A0A341WSR4",0.500201497,0.212435233,0.002590674,0.031088083,0.93,-0.262,0.340496,0.077720207,1
"A0A341XZK6",0.459286294,0.335766423,0,0,NA,-0.646,0.242859,0.072992701,1
"A0A3B5XSK3",0.431474191,0.200787402,0.338582677,0.24015748,3.11,0.042,0.0498232,0.133858268,1
"A0A3B5XT63",0.48018018,0.228501229,0,0,1.2,-0.308,0.164122,0.093366093,1
"A0A3B5XTJ6",0.444444444,0.180758017,0.029154519,0.040816327,0.32,-0.205,0.483399,0.096209913,1
"A0A3B5XU46",0.422689512,0.211838006,0.157320872,0.040498442,7.19,0.211,1.37801,0.109034268,1
"A0A3B5XVL6",0.485562633,0.257961783,0,0.171974522,0.38,-0.325,-0.574241,0.057324841,1
"A0A3B5XVN7",0.406858054,0.306220096,0.516746411,0.220095694,1.73,-0.287,1.28217,0.09569378,1
"A0A3B5XVS5",0.511581197,0.203846154,0,0.146153846,2.63,-0.292,0.807495,0.053846154,1
"A0A3B5XWE7",0.426558266,0.151567944,0.505226481,0.266550523,5.87,0.262,0.63233,0.085365854,1
"A0A3B5XX39",0.449135802,0.294444444,0,0.061111111,0.01,-0.436,0.578357,0.083333333,1
"A0A3B5XXP0",0.533723197,0.168421053,0.003508772,0.175438596,-0.08,-0.066,-0.0842583,0.063157895,1
"A0A3B5XXY4",0.423943237,0.154891304,0.127717391,0.285326087,3.44,0.387,0.550129,0.078804348,1
"A0A3B5XY63",0.427435144,0.140969163,0.121145374,0.45814978,11.02,0.361,4.21349,0.110132159,1
"A0A3B5XYN6",0.422618576,0.24137931,0,0.076099881,6.25,0.122,1.25025,0.12960761,1
"A0A3B5XYS0",0.454756871,0.293868922,0.006342495,0.11627907,2.3,0.124,0.887833,0.080338266,1
"A0A3B5XYT7",0.300854701,0.426195426,0.837837838,0.264033264,1.58,-0.196,1.75093,0.083160083,1
"A0A3B5XYX3",0.484199307,0.215827338,0,0.055155875,-0.69,-0.227,0.412716,0.098321343,1
"A0A3B5XZC2",0.46352657,0.254347826,0,0.291304348,2.08,-0.141,-0.0679392,0.076086957,1
"A0A3B5XZD5",0.53224232,0.144702842,0,0.183462532,1.53,-0.176,0.872771,0.062015504,1
"A0A3B5Y128",0.51568287,0.192708333,0.046875,0.286458333,1.33,-0.182,0.564652,0.0625,1
"A0A3B5Y1F8",0.469805996,0.276190476,0,0.057142857,-0.73,-0.431,0.116652,0.085714286,1
"A0A3B5Y1S1",0.423193096,0.189320388,0.199029126,0.480582524,9.9,0.348,7.39547,0.072815534,1
"A0A3B5Y1W1",0.435038052,0.254794521,0.079452055,0.082191781,2.93,0.034,1.5496,0.115068493,1
"A0A3B5Y2C2",0.468701754,0.258947368,0,0.029473684,-0.33,-0.322,0.623949,0.103157895,1
"A0A3B5Y2H9",0.469159796,0.212014134,0,0.180212014,1.73,-0.059,0.21375,0.083038869,1
"A0A3B5Y2K5",0.398071625,0.371900826,1,0,NA,-0.544,0.84028,0.074380165,1
"A0A3B5Y2W1",0.416883923,0.212290503,0.324022346,0.402234637,8.56,0.261,6.28368,0.094972067,1
"A0A3B5Y333",0.424982747,0.17494824,0.062111801,0.169772257,3.96,0.43,0.910016,0.151138716,1
"A0A3B5Y3B2",0.483861875,0.205073996,0.101479915,0.067653277,1.12,-0.215,1.31001,0.101479915,1
"A0A3B5Y5J8",0.487097844,0.179104478,0,0.035820896,0.98,-0.327,0.887457,0.125373134,1
"A0A3B5Y651",0.439819515,0.23857868,0.040609137,0,-0.73,-0.21,-0.0220855,0.111675127,1
"A0A3B5Y6C0",0.479228782,0.239713775,0,0.119856887,-0.55,-0.244,0.369966,0.1019678,1
"A0A3B5Y839",0.47650299,0.229461756,0.062322946,0.089235127,0.22,0.081,0.813277,0.109065156,1
"A0A3B5Y877",0.373129993,0.37254902,1,0.281045752,2.35,-0.388,1.45436,0.147058824,1
"A0A3B5YPY1",0.429350105,0.211740042,0.341719078,0.20754717,3.41,0.026,0.202396,0.119496855,1
"A0A3B5YSG1",0.42275874,0.214953271,0.15576324,0.040498442,7.28,0.211,1.33662,0.104361371,1
"A0A3B5YTK2",0.440967867,0.298954704,0.44738676,0.202090592,3.18,-0.17,1.42449,0.093379791,1
"A0A3B5YUC7",0.495703704,0.184,0,0,-0.24,-0.243,-0.0285544,0.085333333,1
"A0A3B5YWT2",0.516319444,0.16015625,0,0,1.44,-0.259,-0.189704,0.11328125,1
"A0A3B5YWZ3",0.41973582,0.335664336,0.636363636,0,-0.5,-0.485,-0.12232,0.083916084,1
"A0A3B5YX74",0.452688583,0.219036697,0.105504587,0.173165138,4.81,0.442,0.275743,0.089449541,1
"A0A3B5YYB6",0.468500882,0.273015873,0,0.06031746,-0.47,-0.416,0.116848,0.085714286,1
"A0A3B5YYK8",0.441654537,0.18558952,0.06768559,0.133187773,3.28,0.376,1.21299,0.089519651,1
"A0A3B5YYS7",0.468304843,0.205128205,0,0.057692308,2.03,-0.306,0.577704,0.080128205,1
"A0A3B5YZJ4",0.46039604,0.264851485,0,0.138613861,2.01,-0.101,0.878881,0.108910891,1
"A0A3B5Z0A0",0.42045584,0.194871795,0.01025641,0.384615385,8.91,0.275,7.18344,0.082051282,1
"A0A3B5Z0G5",0.486097152,0.234505863,0,0.088777219,1.4,-0.29,0.683917,0.085427136,1
"A0A3B5Z136",0.424701955,0.17167382,0.05472103,0.183476395,4.38,0.43,0.999273,0.142703863,1
"A0A3B5Z2A1",0.360786052,0.348404255,1,0.446808511,7.93,0.086,3.20257,0.050531915,1
"A0A3B5Z3Q3",0.462817004,0.274220033,0,0.019704433,0.11,-0.344,0.577328,0.087027915,1
"A0A3B5Z3R5",0.439364501,0.313296903,0.162112933,0.074681239,-0.39,-0.296,0.96755,0.087431694,1
"A0A3B5Z3Y7",0.473804012,0.166666667,0,0.208333333,-0.11,-0.072,0.430603,0.142361111,1
"A0A3B5Z4E5",0.419676721,0.142038946,0.286368843,0.205040092,3.51,0.502,1.29586,0.113402062,1
"A0A3B5Z4Y8",NA,0.13950762,0,0.169988277,NA,0.345,2.09976,0.087924971,1
"A0A3B5Z543",0.44750147,0.235449735,0.171957672,0.248677249,8.91,0.223,2.61443,0.08994709,1
"A0A3B5Z553",0.463761288,0.180212014,0,0.130742049,1,-0.131,1.08745,0.098939929,1
"A0A3B5Z5M6",0.414669164,0.269662921,0,0,-1.16,-0.233,-0.061356,0.084269663,1
"A0A3B5ZM48",0.428944911,0.212184874,0.369747899,0.235294118,2.85,0.026,0.316728,0.12605042,1
"A0A3B5ZNW0",0.423849083,0.214953271,0.147975078,0.023364486,7.27,0.211,1.35514,0.107476636,1
"A0A3B5ZQN7",0.45883871,0.256774194,0,0.077419355,3.85,-0.226,1.15433,0.094193548,1
"A0A3B5ZRC0",0.457189542,0.272058824,0,0,NA,-0.342,0.391953,0.125,1
"A0A3B5ZSI3",0.452178899,0.219036697,0.106651376,0.188073394,4.77,0.447,0.278634,0.086009174,1
"A0A3B5ZSM5",0.441656105,0.214828897,0.140684411,0.182509506,4.29,0.697,1.00009,0.076045627,1
"A0A3B5ZST7",0.487263523,0.213429257,0,0.055155875,-0.72,-0.248,0.2877,0.100719424,1
"A0A3B5ZU62",0.424839744,0.241586538,0,0.076923077,4.91,0.046,1.23214,0.128605769,1
"A0A3B5ZU79",0.41372549,0.333333333,0.450980392,0.333333333,-0.41,-0.489,0.661015,0.111111111,1
"A0A3B5ZVJ1",0.474774775,0.216216216,0.06981982,0.177927928,0.53,-0.184,0.90242,0.092342342,1
"A0A3B5ZWW8",0.4452657,0.184782609,0.060869565,0.130434783,3.69,0.376,1.19713,0.093478261,1
"A0A3B5ZYN1",0.420414508,0.174093264,0.067357513,0.169948187,4.28,0.47,1.0055,0.147150259,1
"A0A3B5ZZE4",0.514237431,0.174904943,0,0.045627376,0.69,-0.332,0.702409,0.057034221,1
"A0A3B6A021",0.474575617,0.166666667,0,0.229166667,0.05,-0.072,0.472487,0.15625,1
"A0A3B6A2W3",0.374740979,0.389067524,0.752411576,0.282958199,1.98,-0.402,1.31233,0.1414791,1
"A0A3B6A3I8",0.448900314,0.223650386,0.077120823,0.146529563,0.91,-0.127,0.492955,0.105398458,1
"A0A3B6AQD2",0.418895542,0.167664671,0,0.113772455,5.08,0.209,1.88376,0.086826347,1
"A0A3B6AR76",0.476772487,0.226190476,0,0.05952381,0.2,-0.266,0.430783,0.064285714,1
"A0A3B6ASD5",0.447148908,0.146627566,0,0.369501466,3.54,0.18,-0.133134,0.06744868,1
"A0A3B6AUA7",0.460371267,0.176755448,0,0.072639225,2.25,-0.052,1.28612,0.108958838,1
"A0A3B6AUU6",0.409000398,0.160095579,0.341099164,0.317801673,6.1,0.962,1.50335,0.130227001,1
"A0A3B6AUW8",0.447662835,0.262068966,0,0.165517241,1.86,-0.204,1.76691,0.075862069,1
"A0A3B6AVG9",0.505533939,0.167315175,0,0.151750973,1.63,-0.233,0.359135,0.062256809,1
"A0A3B6AVJ2",NA,0.047748977,0,0.807639836,NA,0.457,4.73639,0.076398363,1
"A0A3B6AW14",0.448692195,0.188323917,0,0,4.8,0.232,2.4026,0.101694915,1
"A0A3B6AX40",0.410412225,0.22761194,0.397121535,0.123134328,5.09,0.588,1.55166,0.118869936,1
"A0A3B6AXE6",0.455152471,0.18533123,0.09384858,0.106466877,4.98,0.288,1.24112,0.103312303,1
"A0A3B6AXL9",0.396958812,0.129310345,0.25862069,0.273706897,5.83,0.635,1.20084,0.092672414,1
"A0A3B6AXV0",0.412374582,0.16722408,0.147157191,0.157190635,6.12,0.137,1.58336,0.113712375,1
"A0A3B6AXV5",0.455601093,0.25,0,0.180327869,0.69,-0.341,0.351768,0.12704918,1
"A0A3B6AYC5",0.374668184,0.307167235,0.279863481,0.232081911,8.14,-0.054,3.38214,0.14334471,1
"A0A3B6AYT7",0.398617284,0.32,0.115555556,0.173333333,-0.39,-0.349,1.15557,0.088888889,1
"A0A3B6AZF1",0.430734767,0.225806452,0,0.120967742,4.58,0.232,1.69943,0.099462366,1
"A0A3B6AZJ8",0.453071895,0.190588235,0.072941176,0.270588235,3.64,0.024,-0.0396952,0.136470588,1
"A0A3B6B194",0.491391391,0.165165165,0,0.15015015,2.16,-0.275,-0.147166,0.096096096,1
"A0A3B6B1C2",0.425131027,0.176886792,0,0.224056604,4.93,0.253,1.21783,0.125,1
"A0A3B6B1C5",0.500110834,0.21446384,0,0.102244389,-0.1,-0.212,0.603285,0.097256858,1
"A0A3B6B204",0.446464646,0.306818182,0,0.255681818,-0.29,-0.45,0.163159,0.096590909,1
"A0A3B6B3F7",0.555095785,0.127586207,0.031034483,0.04137931,-0.35,-0.294,0.330957,0.079310345,1
"A0A3B6B3U5",0.386250178,0.350449294,0.233632863,0.290115533,3.98,0.042,1.40688,0.123234917,1
"A0A3B6B424",0.4356102,0.303278689,0.168032787,0.118852459,-1.53,-0.338,1.07252,0.057377049,1
"A0A3B6B5R2",0.427013252,0.142201835,0.240825688,0.344036697,5.12,0.372,0.969183,0.066513761,1
"A0A3B6B6I4",0.488222923,0.195583596,0.085173502,0.041009464,0.81,-0.342,0.512297,0.110410095,1
"A0A3B6B722",0.501897352,0.181818182,0,0.056511057,2.74,-0.051,0.81019,0.090909091,1
"A0A3B6B7Q9",0.466230081,0.163064833,0.110019646,0.485265226,3.54,0.228,1.26458,0.078585462,1
"A0A3B6B9K5",0.493213058,0.203608247,0,0.113402062,-0.55,-0.241,0.330466,0.105670103,1
"A0A3B6BXX6",0.419511379,0.168674699,0,0.108433735,4.82,0.18,1.6918,0.087349398,1
"A0A3B6BYP2",0.487046632,0.202072539,0,0,-1.24,-0.119,-0.315732,0.113989637,1
"A0A3B6BYT8",0.560798122,0.126760563,0.038732394,0.084507042,-0.34,-0.257,0.182483,0.080985915,1
"A0A3B6BZV6",0.478929766,0.214046823,0,0.133779264,-0.28,-0.253,-0.33504,0.10367893,1
"A0A3B6C0I5",0.474789272,0.24137931,0.282758621,0.282758621,-0.69,-0.293,-0.160741,0.103448276,1
"A0A3B6C0N6",0.383076429,0.306358382,0.291907514,0.341040462,2.93,-0.136,1.34183,0.179190751,1
"A0A3B6C172",0.507494553,0.141176471,0,0.109803922,1.5,-0.173,-0.0658646,0.107843137,1
"A0A3B6C182",0.461472369,0.175746924,0,0.087873462,3.39,0.406,0.504521,0.11599297,1
"A0A3B6C2M3",0.442046145,0.234972678,0,0,1.16,-0.26,0.84652,0.06284153,1
"A0A3B6C4C9",0.398635057,0.131465517,0.256465517,0.278017241,4.6,0.62,1.20783,0.088362069,1
"A0A3B6C4T1",0.418658281,0.223719677,0.094339623,0.129380054,5.83,0.303,0.578733,0.088948787,1
"A0A3B6C4V4",0.454451455,0.183753943,0.084384858,0.108044164,4.49,0.296,1.21686,0.106466877,1
"A0A3B6C4X4",0.458996052,0.203045685,0.147208122,0.152284264,3.11,0.068,0.0384537,0.172588832,1
"A0A3B6C4X7",0.471156631,0.229050279,0,0.102420857,0.66,-0.228,0.458438,0.067039106,1
"A0A3B6C6E5",0.48974359,0.199300699,0,0.045454545,0.34,-0.332,0.27504,0.062937063,1
"A0A3B6C7S1",0.465121806,0.235294118,0,0.042780749,0.4,-0.195,1.15188,0.072192513,1
"A0A3B6C9Z0",0.469861111,0.284375,0.10625,0.025,-0.54,-0.417,-0.175067,0.1,1
"A0A3B6CAH9",0.382390746,0.349614396,0.26092545,0.296915167,6.43,0.187,1.41893,0.115681234,1
"A0A3B6CAJ4",0.446216098,0.281496063,0,0.112204724,3.57,-0.155,0.115737,0.102362205,1
"A0A3B6CBE7",0.448504274,0.307692308,0.682692308,0.144230769,NA,-0.523,1.31726,0.076923077,1
"A0A3B6CBS4",0.452063492,0.203007519,0,0.183458647,3.26,0.298,1.016,0.084210526,1
"A0A3B6CCK7",0.43654583,0.291777188,0,0.334217507,1.18,-0.248,-0.217556,0.103448276,1
"A0A3B6CD23",0.372260326,0.356652949,0.798353909,0.471879287,11.98,-0.037,2.16592,0.207133059,1
"A0A3B6CD87",0.42754842,0.142201835,0.240825688,0.344036697,5.12,0.372,0.927299,0.066513761,1
"A0A3B6CEF2",0.454704705,0.240990991,0,0.085585586,0.34,-0.083,0.930599,0.076576577,1
"A0A3B6CEV4",0.447444204,0.241900648,0.019438445,0.090712743,3.66,-0.261,0.708453,0.09287257,1
"A0A3B6CF36",0.471598781,0.204488778,0.132169576,0.132169576,1.73,-0.151,0.548071,0.122194514,1
"A0A3B6CHQ1",0.472233137,0.161100196,0.111984283,0.485265226,2.91,0.229,1.20033,0.076620825,1
"A0A3B6CHR4",0.44935242,0.18200409,0.028629857,0.159509202,5.93,0.244,0.931857,0.09406953,1
"A0A3B6DAD9",0.435900841,0.199203187,0.151394422,0.1812749,6.07,0.203,0.944255,0.11752988,1
"A0A3B6DBR9",0.516878711,0.145038168,0,0.076335878,NA,-0.228,0.0160088,0.114503817,1
"A0A3B6DCA6",0.430035651,0.221925134,0,0.14171123,4.44,0.237,1.74201,0.098930481,1
"A0A3B6DEW5",0.426022013,0.176886792,0,0.238207547,4.93,0.253,1.21613,0.127358491,1
"A0A3B6DFE2",0.426079665,0.154716981,0.294339623,0.532075472,5.2,0.333,0.700007,0.052830189,1
"A0A3B6DGH0",0.383326183,0.35006435,0.266409266,0.2998713,6.7,0.187,1.44149,0.122265122,1
"A0A3B6DHS5",0.512526539,0.168789809,0.108280255,0.095541401,-0.39,-0.214,0.704026,0.070063694,1
"A0A3B6DIZ3",0.368566651,0.358413133,0.737346101,0.466484268,11.25,-0.035,2.27427,0.201094391,1
"A0A3B6DPV0",0.47251462,0.20802005,0.140350877,0.105263158,2.03,-0.151,0.585414,0.115288221,1
"A0A3B6E8K9",0.419339702,0.162895928,0.472096531,0.321266968,10.85,0.269,1.96821,0.129713424,1
"A0A3B6E9A1",0.433796296,0.179166667,0.2625,0.1875,4.94,0.067,0.713696,0.110416667,1
"A0A3B6EDK9",0.418765783,0.143465909,0.115056818,0.305397727,5.21,0.772,0.451937,0.105113636,1
"A0A3B6EDM6",0.464516129,0.283870968,0.238709677,0.303225806,-0.61,-0.16,0.66157,0.083870968,1
"A0A3B6EDX4",0.563061609,0.12590799,0,0.232445521,-0.35,-0.295,-0.281084,0.062953995,1
"A0A3B6EE45",0.436023392,0.145263158,0.157894737,0.124210526,4.11,0.204,1.68018,0.111578947,1
"A0A3B6EEL3",0.457854406,0.253694581,0,0,0.79,-0.212,0.849314,0.075123153,1
"A0A3B6EF16",0.418592224,0.137645108,0.469320066,0.374792703,5.42,0.425,0.502675,0.114427861,1
"A0A3B6EF48",0.36443474,0.329694323,0.155021834,0.06768559,4.95,0.021,0.777748,0.128820961,1
"A0A3B6EF58",0.453954284,0.125412541,0.163916392,0.232123212,5.97,0.205,1.45799,0.177117712,1
"A0A3B6EFA6",0.38724537,0.177083333,0.714583333,0.61875,13.2,0.36,6.94037,0.1,1
"A0A3B6EFH4",0.457430556,0.210416667,0.170833333,0.345833333,6.2,0.26,1.84999,0.072916667,1
"A0A3B6EFT9",0.476395939,0.253807107,0,0.032994924,1.28,-0.286,0.967942,0.093908629,1
"A0A3B6EGE2",0.45452496,0.182608696,0.069565217,0.037681159,1.36,-0.147,0.539479,0.104347826,1
"A0A3B6EGF0",0.482817869,0.164948454,0.010309278,0.309278351,1.67,-0.174,-0.208228,0.170103093,1
"A0A3B6EGI4",0.404486068,0.235171696,0.140478668,0.117585848,5.07,0.15,1.53483,0.120707596,1
"A0A3B6EGY6",0.454539683,0.135238095,0.028571429,0.146666667,4.69,0.471,1.05421,0.081904762,1
"A0A3B6EHK7",0.487014726,0.186746988,0,0.036144578,0.87,-0.319,0.576332,0.13253012,1
"A0A3B6EHP9",0.419231388,0.227206946,0.15195369,0.060781476,3.4,0,1.35883,0.141823444,1
"A0A3B6EHQ9",0.428900709,0.29787234,0.255319149,0.180851064,1.88,-0.207,-0.249051,0.122340426,1
"A0A3B6EI34",0.424756335,0.220394737,0.067982456,0.065789474,4.46,0.401,1.22224,0.138157895,1
"A0A3B6EIA4",0.485199824,0.166007905,0,0.359683794,1.89,-0.076,2.70775,0.100790514,1
"A0A3B6EIU8",0.450262279,0.287553648,0.296137339,0.244635193,1.14,-0.351,-0.64432,0.094420601,1
"A0A3B6EJN6",0.389842318,0.161716172,0.107260726,0.270627063,4.76,0.466,0.634224,0.107260726,1
"A0A3B6EKP5",0.508035371,0.186851211,0.001730104,0.064013841,1.37,-0.225,0.335824,0.089965398,1
"A0A3B6ELE1",0.445782372,0.243927649,0.00878553,0.088372093,2.96,0.024,1.12566,0.111111111,1
