"UniproEntry","Hydropathy","FCR","IDR","LCR","Pscore","PLAAC","catGRANULE","PhosFreq","Score"
"A0A1D6JGE5",0.462876053,0.283393502,0.296028881,0.24368231,0.29,-0.337,0.745093,0.00541516245487365,1
"A0A1D6JJP2",0.493516255,0.197229014,0,0.040749796,1.56,-0.052,0.56622,0.00122249388753056,1
"A0A1D6JKW7",0.435154827,0.360655738,1,0.207650273,0.84,-0.611,-0.453897,0.00546448087431694,1
"A0A1D6JP01",0.497138047,0.125,0,0.329545455,2.42,0.062,-0.671388,0.0227272727272727,1
"A0A1D6JP38",0.425847516,0.183063512,0.080946451,0.195516812,4.56,0.202,1.182,0.0087173100871731,1
"A0A1D6JR08",0.420959596,0.265151515,0,0.143939394,1.59,0.075,-0.6124,0.00378787878787879,1
"A0A1D6JR19",0.386308364,0.302422723,0.291562239,0.108604845,3.18,-0.086,2.0475,0.0142021720969089,1
"A0A1D6JRD5",0.461222222,0.235,0,0.0975,1.68,0.17,0.194033,0.00125,1
"A0A1D6JT74",0.414077834,0.185786802,0.343147208,0.152284264,5.27,0.298,1.21706,0.0223350253807107,1
"A0A1D6JTG8",0.442664456,0.295522388,0.169154229,0.104477612,1.98,-0.18,1.22441,0.00199004975124378,1
"A0A1D6JXC6",0.469502949,0.226621735,0.068239259,0.066554339,2.14,-0.122,0.958189,0.0092670598146588,1
"A0A1D6JXF4",0.427707454,0.310126582,0.664556962,0.291139241,0.95,-0.487,0.179086,0.0253164556962025,1
"A0A1D6JXU1",0.312460142,0.386313466,0.720750552,0.434878587,4.83,-0.084,1.73233,0.0883002207505519,1
"A0A1D6JY27",0.364665952,0.250803859,0.353697749,0.109324759,6.28,0.101,1.25254,0.0321543408360129,1
"A0A1D6JYJ1",0.429508737,0.28189911,0.056379822,0.163204748,4.29,-0.118,1.20175,0.00593471810089021,1
"A0A1D6K1B9",0.433547597,0.225895317,0,0.077134986,1.47,-0.308,1.53232,0.0165289256198347,1
"A0A1D6K329",0.434180457,0.324468085,0.193262411,0.120567376,-0.68,-0.349,1.10741,0.0141843971631206,1
"A0A1D6K377",0.442096742,0.31147541,0.149362477,0.140255009,-0.07,-0.319,1.01871,0.0163934426229508,1
"A0A1D6K3W5",0.348662132,0.318367347,0.420408163,0.359183673,4.52,-0.182,1.0003,0.0122448979591837,1
"A0A1D6K4K6",0.4221048,0.287978864,0.355350066,0.183619551,0.51,-0.139,0.583405,0.0317040951122853,1
"A0A1D6K525",0.418208282,0.24095941,0.319188192,0.125830258,3.63,0.09,1.77186,0.0118081180811808,1
"A0A1D6K8P9",0.483234127,0.216517857,0.002232143,0.138392857,1.57,-0.062,0.418155,0.015625,1
"A0A1D6KD20",0.430140485,0.244252874,0.08045977,0.313218391,6.82,0.081,2.99385,0.014367816091954,1
"A0A1D6KDE7",0.388171327,0.23701731,0.325565912,0.056591212,5.2,0.128,1.99793,0.0113182423435419,1
"A0A1D6KE50",0.38166215,0.292682927,0.197831978,0.257452575,2.56,-0.143,1.0556,0.0596205962059621,1
"A0A1D6KEB0",0.414735883,0.298360656,0.070491803,0.014754098,2.31,-0.108,1.02296,0.0163934426229508,1
"A0A1D6KHX5",0.375710594,0.340116279,0,0.369186047,2.21,-0.139,0.990191,0.0116279069767442,1
"A0A1D6KHZ9",0.373284862,0.251677852,0.384228188,0.558724832,10.42,0.295,2.93774,0.00167785234899329,1
"A0A1D6KI98",0.439279279,0.194594595,0,0.051351351,1.08,0.096,0.837438,0.0027027027027027,1
"A0A1D6KJ69",0.421328567,0.168900804,0,0.08847185,5.48,0.19,1.13579,0.00804289544235925,1
"A0A1D6KJQ7",0.396498599,0.222689076,0.537815126,0.12605042,3.14,-0.026,1.17659,0.0588235294117647,1
"A0A1D6KKU1",0.403850129,0.244186047,0.220930233,0.237209302,5.55,0.09,1.20365,0.0255813953488372,1
"A0A1D6KKX7",0.418207885,0.219354839,0.584946237,0.378494624,2.25,0.203,0.538989,0.0494623655913978,1
"A0A1D6KL25",0.46384127,0.18,0.134285714,0.277142857,0.79,0.028,0.556174,0.02,1
"A0A1D6KLM4",0.409902597,0.357142857,0,0.108766234,1.36,-0.337,1.27838,0.00243506493506494,1
"A0A1D6KMU0",0.434920635,0.210445469,0.001536098,0.01843318,4.66,0.161,1.251,0.0122887864823349,1
"A0A1D6KP60",0.456856093,0.272264631,0.244274809,0.180661578,1.57,-0.234,0.209617,0.00254452926208651,1
"A0A1D6KPZ4",0.406823028,0.320895522,0.429637527,0.319829424,2.1,0.139,0.699158,0.0127931769722814,1
"A0A1D6KRZ6",0.464364813,0.231802912,0,0.132138858,2.46,0.218,0.264226,0.00783874580067189,1
"A0A1D6KS21",0.431783453,0.21611002,0,0.053045187,5.11,-0.016,0.807462,0.00196463654223969,1
"A0A1D6KS26",0.435296524,0.242944785,0,0.033128834,5.11,-0.016,0.96817,0.00122699386503067,1
"A0A1D6KTS3",0.372873264,0.346354167,0.669270833,0.440104167,10.84,0.001,2.01705,0.00130208333333333,1
"A0A1D6KUS0",0.379910213,0.335578002,0.332210999,0.362514029,5.81,0.055,1.40996,0.0190796857463524,1
"A0A1D6KWH6",0.428694969,0.306603774,0.083726415,0.173349057,1.81,-0.008,0.931791,0.00235849056603774,1
"A0A1D6KWP0",0.364553816,0.418344519,0.574944072,0.212527964,0.48,-0.277,1.64536,0.0402684563758389,1
"A0A1D6L113",0.356474723,0.381995134,0.510948905,0.277372263,3.48,-0.206,1.29638,0.0072992700729927,1
"A0A1D6L2S4",0.350310342,0.356412274,0.724626279,0.121164437,5.27,0.077,2.45339,0.00550747442958301,1
"A0A1D6L365",0.445033113,0.166887417,0,0.276821192,2.66,0.134,1.80546,0.0132450331125828,1
"A0A1D6L4B1",0.443601896,0.276461295,0.156398104,0.088467615,0.87,-0.228,0.880857,0.0205371248025276,1
"A0A1D6L8S2",0.422649573,0.288461538,0.303846154,0.176923077,2,-0.162,-0.221182,0.00769230769230769,1
"A0A1D6LAB7",0.458471661,0.246298789,0.082099596,0.191117093,8.21,-0.078,1.42435,0.00942126514131898,1
"A0A1D6LBZ6",0.456791841,0.264255911,0.065368567,0.273991655,3.06,-0.281,0.205353,0.00278164116828929,1
"A0A1D6LCL9",0.408040111,0.294117647,0.475423046,0.128122482,3.54,0.106,1.06922,0.0378726833199033,1
"A0A1D6LET0",0.415640575,0.319261214,0.35883905,0.183377309,3.05,-0.255,0.921598,0.00923482849604222,1
"A0A1D6LH19",0.399695354,0.292460015,0.13175933,0.091393755,3.46,0.033,1.88809,0.00761614623000762,1
"A0A1D6LH52",0.355046421,0.320754717,0.320754717,0.412398922,8.55,0.023,2.18564,0.0646900269541779,1
"A0A1D6LHB1",0.478133903,0.211538462,0,0.092948718,0.98,-0.217,1.3883,0.00320512820512821,1
"A0A1D6LIA5",0.45455952,0.199303742,0.01740644,0.178416014,7.38,0.253,1.29018,0.00435161009573542,1
"A0A1D6LIQ6",0.445843621,0.198148148,0.203703704,0.138888889,3.11,0.117,0.321907,0.00740740740740741,1
"A0A1D6LIU5",0.511910331,0.215789474,0,0.08245614,1.38,-0.324,0.39705,0.00526315789473684,1
"A0A1D6LIX0",0.43657695,0.22515528,0.01863354,0.031055901,1.99,0.01,1.1156,0.0357142857142857,1
"A0A1D6LIX2",0.460571479,0.174363057,0.043789809,0.064490446,1.54,0.275,1.05262,0.0214968152866242,1
"A0A1D6LJ43",0.440328253,0.214536928,0,0.022274326,2.59,0.025,1.41142,0.0128956623681125,1
"A0A1D6LJE6",0.430119527,0.177277717,0.252469813,0.080680571,4.04,0.214,1.57962,0.0192096597145993,1
"A0A1D6LLV7",0.441660667,0.24838013,0,0.151187905,1.38,-0.202,0.758374,0.0172786177105832,1
"A0A1D6LPD2",0.348993659,0.389578164,0.337468983,0.131513648,2.72,-0.226,1.30899,0.054590570719603,1
"A0A1D6LPW0",0.439024758,0.264945652,0.047554348,0.105978261,1.75,-0.196,0.987838,0.00543478260869565,1
"A0A1D6LTK1",0.445585586,0.245945946,0.087837838,0.094594595,2.72,0.028,1.10591,0.0027027027027027,1
"A0A1D6LUI6",0.44676274,0.19924812,0,0.02443609,1.09,-0.035,1.05772,0.0037593984962406,1
"A0A1D6LUQ3",0.41249354,0.168604651,0.069767442,0.140697674,2.94,0.35,1.22398,0.0244186046511628,1
"A0A1D6LUR9",0.421458793,0.22102649,0.181291391,0.057119205,5.1,0.202,1.33717,0.0206953642384106,1
"A0A1D6LUW6",0.432179487,0.315384615,0.103846154,0.163461538,4.3,0.129,1.80363,0.00865384615384615,1
"A0A1D6LWT4",0.430280766,0.249016006,0.077669903,0.075833115,2.28,0.033,1.57146,0.0157438992390449,1
"A0A1D6LXW1",0.452098408,0.163531114,0,0.179450072,3.04,0.176,0.908089,0.00868306801736614,1
"A0A1D6M2D7",0.357916432,0.372681282,0.512647555,0.192242833,3.17,-0.239,1.33801,0.0118043844856661,1
"A0A1D6M3E5",0.433899371,0.279245283,0.149056604,0.205660377,5.31,-0.025,1.60483,0.00377358490566038,1
"A0A1D6M6G4",0.43327044,0.181132075,0.064150943,0.018867925,2.82,0.303,0.203033,0.0113207547169811,1
"A0A1D6M6T9",0.468503214,0.195592287,0.121212121,0.044077135,0.68,-0.119,0.460611,0.0165289256198347,1
"A0A1D6MAI6",0.402996032,0.369642857,0.430357143,0.298214286,0.01,-0.272,0.684636,0.0125,1
"A0A1D6MAW1",0.389231522,0.255506608,0.34948605,0.205580029,3.94,0.112,2.2655,0.0190895741556534,1
"A0A1D6MBR1",0.482665915,0.235194585,0,0.010152284,-0.19,-0.257,0.361046,0.00676818950930626,1
"A0A1D6MC82",0.443005355,0.334337349,0.180722892,0.11746988,0.2,-0.408,0.56212,0.00301204819277108,1
"A0A1D6MEC8",0.416057586,0.362956811,0,0.098837209,0.93,-0.344,1.15823,0.00166112956810631,1
"A0A1D6MFR6",0.503686597,0.171670516,0,0.073903002,1.47,0.175,0.619065,0.0223248652809854,1
"A0A1D6MFT1",0.421070461,0.365853659,0.256097561,0.237804878,-0.76,-0.302,-0.0147999,0.024390243902439,1
"A0A1D6MFX8",0.445369382,0.247598719,0.071504803,0.132337247,1.99,-0.254,0.44011,0.00853788687299893,1
"A0A1D6MKP9",0.405384323,0.345890411,0,0.188356164,-0.04,-0.275,0.300458,0.00684931506849315,1
"A0A1D6MPT4",0.432028401,0.322970639,0.243523316,0.207253886,0.8,-0.384,0.792172,0.0172711571675302,1
"A0A1D6MV33",0.507961413,0.223849372,0,0.093096234,-0.27,-0.303,0.605343,0.00732217573221757,1
"A0A1D6MX19",0.391307233,0.228268082,0.234240212,0.071001991,5.21,0.144,1.93525,0.0039814200398142,1
"A0A1D6MZP0",0.436804326,0.243362832,0.05840708,0.043362832,2.61,-0.084,1.24212,0.0079646017699115,1
"A0A1D6MZQ6",0.422429907,0.221183801,0.161993769,0.364485981,3.46,0.408,0.704238,0.0280373831775701,1
"A0A1D6N296",0.429963297,0.291291291,0.066066066,0.129129129,3.89,-0.121,0.770086,0.015015015015015,1
"A0A1D6N2M1",0.389393393,0.345945946,0.130810811,0.136216216,2.68,-0.258,0.816496,0.027027027027027,1
"A0A1D6N382",0.436149871,0.160465116,0.106976744,0.097674419,2.03,0.25,0.193379,0.0116279069767442,1
"A0A1D6N3N6",0.388231149,0.209302326,0.063424947,0.501057082,5.61,0.177,4.05177,0.0126849894291755,1
"A0A1D6N5B6",0.439362912,0.23890785,0.116040956,0.14334471,0.69,-0.175,0.115508,0.0273037542662116,1
"A0A1D6N6H1",0.478398345,0.234042553,0,0,1.21,-0.325,0.351343,0.0159574468085106,1
"A0A1D6N726",0.435018128,0.284069098,0.084452975,0.061420345,0.57,-0.359,0.307695,0.00767754318618042,1
"A0A1D6N836",0.447231154,0.170418006,0.067524116,0.123794212,1.37,0.305,0.25485,0.00803858520900321,1
"A0A1D6NAK5",0.45475906,0.19474313,0,0.136200717,2.4,0.073,1.06713,0.02389486260454,1
"A0A1D6NE68",0.394373402,0.355498721,0.319693095,0.127877238,-0.59,-0.454,0.919556,0.0051150895140665,1
"A0A1D6NET2",0.476408597,0.224794623,0.02240478,0.046303211,1.04,-0.033,0.309034,0.00373412994772218,1
"A0A1D6NI30",0.420311714,0.114027149,0,0.225339367,3.12,0.617,1.11392,0.00271493212669683,1
"A0A1D6NKQ5",0.456776397,0.257684761,0,0.03793329,0.89,-0.177,0.741516,0.0013080444735121,1
"A0A1D6NLC1",0.455354994,0.303249097,0.203971119,0.214801444,0.54,-0.252,0.18941,0.00180505415162455,1
"A0A1D6NLC5",0.510538373,0.175257732,0,0.230927835,2.06,-0.116,1.37349,0.00618556701030928,1
"A0A1D6NM62",0.482085932,0.183991684,0.059251559,0.087318087,3.62,0.236,0.519206,0.00103950103950104,1
"A0A1D6NMP6",0.387240233,0.302992519,0.35286783,0.246882793,4.5,-0.146,1.46044,0.0423940149625935,1
"A0A1D6NP19",0.459776602,0.124867725,0.06031746,0.2,5.58,0.178,1.18633,0.0126984126984127,1
"A0A1D6NP46",0.42702999,0.214235377,0,0.066948555,4.15,0.17,1.12478,0.0105708245243129,1
"A0A1D6NRA8",0.437385907,0.276013143,0.069003286,0.106243154,6.36,-0.139,1.12002,0.0175246440306681,1
"A0A1D6NTB3",0.420668455,0.230382294,0.001006036,0.070422535,5.12,0.037,1.38735,0.0150905432595573,1
"A0A1D6NTG8",0.433971292,0.277511962,0,0.224880383,2.96,-0.178,0.979295,0.0191387559808612,1
"A0A1D6NUW0",0.458209627,0.174089069,0.279352227,0.186234818,5.58,0.157,0.996316,0.0323886639676113,1
"A0A1D6NVH3",0.494561228,0.192192192,0,0.162162162,1.59,-0.202,0.35644,0.003003003003003,1
"A0A1D6NWE4",0.423479319,0.215328467,0.270072993,0.200729927,2.35,0.2,1.39036,0.00364963503649635,1
"A0A1D6NZ16",0.435833936,0.32483731,0.221258134,0.072125813,0.95,-0.304,1.27863,0.0184381778741865,1
"A0A1D6P149",0.422089314,0.251196172,0.23923445,0.43062201,9.47,0.35,3.62031,0.00717703349282297,1
"A0A1D6P368",0.433119315,0.21187801,0.057784912,0.048154093,1.51,0.035,0.912891,0.0160513643659711,1
"A0A1D6P3B9",0.480524345,0.242083759,0.062308478,0.053115424,1.85,-0.289,0.546993,0.00408580183861083,1
"A0A1D6P3G6",0.449788407,0.186005314,0,0.078830824,2.22,0.178,1.24901,0.0212577502214349,1
"A0A1D6P665",0.43423332,0.238733252,0.338002436,0.09683313,2.7,0.003,1.43154,0.0188794153471376,1
"A0A1D6PGE3",0.509222498,0.219602978,0,0.029776675,-0.74,-0.019,-0.0209257,0.00372208436724566,1
"A0A1D6PIA1",0.412266965,0.261744966,0.112416107,0.05704698,3.97,0.126,1.11532,0.0385906040268456,1
"A0A1D6PIT5",0.448317783,0.253180662,0,0.058524173,0.62,-0.083,0.724037,0.00254452926208651,1
"A0A1D6PJM8",0.397404372,0.325819672,0.335040984,0.043032787,2.06,-0.157,1.20219,0.00409836065573771,1
"A0A1D6PKZ8",0.417973856,0.273109244,0.415966387,0.268907563,0.9,0.015,0.221787,0.0126050420168067,1
"A0A1D6PL32",0.416168279,0.248021108,0,0.055408971,2.15,-0.096,0.877737,0.00131926121372032,1
"A0A1D6PN12",0.336458333,0.336805556,0.336805556,0.274305556,2.8,-0.045,1.7944,0.0625,1
"A0A1D6PN67",0.411135231,0.168596237,0.417510854,0.314761216,12.88,0.719,2.42072,0.000723589001447178,1
"A0A1D6PRX9",0.392845528,0.173170732,0.248780488,0.234146341,6.76,0.565,2.35517,0.0024390243902439,1
"A0A1D6PTV9",0.485507246,0.149068323,0,0.189440994,2.47,0.007,-0.172503,0.0031055900621118,1
"A0A1D6PW39",0.404359903,0.322826087,0.304347826,0.055434783,1.84,0.08,1.53134,0.00760869565217391,1
"A0A1D6PWN2",0.370516022,0.374531835,0.271535581,0.112359551,1.61,-0.307,0.982725,0.00187265917602996,1
"A0A1D6PXP7",0.400035958,0.181229773,0.080906149,0.090614887,5.74,0.231,1.38009,0.0161812297734628,1
"A0A1D6PXT6",0.449084596,0.1875,0,0.036931818,3.33,0.111,1.29344,0.00378787878787879,1
"A0A1D6PZY0",0.41057739,0.277292576,0.010917031,0,2.46,-0.053,1.04024,0.00873362445414847,1
"A0A1D6Q0L8",0.413319313,0.271293375,0.293375394,0.151419558,2.34,-0.096,0.952374,0.0126182965299685,1
"A0A1D6Q122",0.39840558,0.326233184,0.487668161,0.295964126,3.61,0.195,0.741336,0.0145739910313901,1
"A0A1D6Q3B8",0.396296296,0.290976059,0.20626151,0.134438306,3.27,-0.149,1.21498,0.00736648250460405,1
"A0A1D6Q3W2",0.397354497,0.273809524,1,0,NA,-0.362,-0.269846,0.0238095238095238,1
"A0A1D6Q9K7",0.415137437,0.268292683,0.331010453,0.128919861,1.41,-0.227,0.67044,0.0104529616724739,1
"A0A1D6QAN9",0.439820566,0.161490683,0.291925466,0.211180124,3.42,0.086,1.20484,0.0186335403726708,1
"A0A1D6QEM1",0.420946502,0.355555556,0.225925926,0.122222222,0.86,-0.425,0.491583,0.0111111111111111,1
"A0A1D6QJ59",0.362147595,0.347014925,0.164179104,0.414179104,1.89,-0.168,0.760269,0.0373134328358209,1
"A0A1D6QKL9",0.416496599,0.239795918,0.459183673,0.448979592,6.37,0.068,4.96133,0.0204081632653061,1
"A0A1D6QMZ5",0.444607245,0.091575092,0.282051282,0.450549451,2.76,0.213,-0.280529,0.0622710622710623,1
"A0A1D6QQV7",0.361383776,0.380368098,0,0.22392638,1.12,-0.404,1.14142,0.0736196319018405,1
"A0A1D6QQX6",0.362393162,0.321123321,0.564102564,0.395604396,3.52,0.011,1.67336,0.0122100122100122,1
"A0A1D6QR35",0.468128655,0.249427918,0,0.053775744,0.68,-0.253,0.858951,0.0617848970251716,1
"A0A1D6QTY2",0.391697778,0.296,1,0.0544,3.46,-0.235,0.921467,0.0016,1
"A0A1D6QUN3",0.442278904,0.161543492,0.100065402,0.136690647,3.5,0.216,1.42623,0.013080444735121,1
"A0A1D6QV04",0.41208166,0.222891566,0,0.487951807,16.2,0.573,2.59394,0.0602409638554217,1
"A0A1I9LPZ1",0.401291152,0.229166667,0.234259259,0.109259259,4.18,0.419,1.82557,0.0236111111111111,1
"A0A1I9LQK5",0.428911001,0.208955224,0.07628524,0.165837479,4.16,0.071,1.42367,0.0381426202321725,1
"A0A1I9LTA1",0.433547009,0.239454094,0.027295285,0.10483871,3.89,0.049,1.80383,0.0409429280397022,1
"A0A1P8AS03",0.412396694,0.204958678,0.107438017,0.125619835,5.58,0.271,1.62566,0.0181818181818182,1
"A0A1P8ATX4",0.391763668,0.258730159,0.149206349,0.353968254,3.79,0.151,0.663008,0.00317460317460317,1
"A0A1P8AWU9",0.463180137,0.242472266,0.033280507,0.091917591,0.91,-0.139,0.711981,0.0110935023771791,1
"A0A1P8B3W0",0.425246914,0.288888889,0.394444444,0.077777778,-1.08,-0.401,-0.551289,0.05,1
"A0A1P8B4Y6",0.408128482,0.339233038,0.362831858,0.200589971,3.03,-0.111,1.06321,0.00737463126843658,1
"A0A1P8B9R0",0.426404927,0.234411085,0.070438799,0.113163972,1.8,0.254,0.92676,0.0484988452655889,1
"A0A1P8B9Z1",0.445080191,0.230169051,0,0.098829649,1.61,-0.049,0.804326,0.0286085825747724,1
"A0A1P8BF26",0.435086566,0.197238659,0,0.031558185,4.68,0.122,2.03662,0.0315581854043393,1
"A0A1P8BFC2",0.41077147,0.362445415,0.991266376,0.471615721,0.72,-0.46,-0.371272,0.0174672489082969,1
"A0A1Q0ZFB6",0.430149634,0.219197708,0.118911175,0.233524355,4.68,0.176,1.00589,0.00143266475644699,1
"A0A1Q1BKB5",0.431882885,0.237401336,0.3047966,0.094717668,2.78,0.005,1.49244,0.000607164541590771,1
"A0A1X7YE51",0.432337379,0.280112045,0.086834734,0.131652661,0.79,-0.348,0.46904,0.0168067226890756,1
"A0A219I0W9",0.560348059,0.142168675,0.002409639,0.091566265,-0.03,-0.314,0.142788,0.0144578313253012,1
"A0A2H1ZEE9",0.324637681,0.347826087,0.314381271,0.434782609,3.33,-0.118,1.20909,0.0836120401337793,1
"A1A6M1",0.43387884,0.312661499,0,0.170542636,0.26,-0.413,0.0961015,0.00516795865633075,1
"A4FVR1",0.424270531,0.15826087,0.08,0.073043478,2.79,0.224,0.89783,0.0139130434782609,1
"A4GSN8",0.397021819,0.36072623,0.278547539,0.156235069,1.23,-0.178,0.810549,0.021978021978022,1
"A4K4Y1",0.477358955,0.23059867,0.077605322,0.077605322,0.34,-0.301,0.743803,0.00221729490022173,1
"A6YRS1",0.40653884,0.256637168,0.21460177,0.110619469,2.16,0.036,1.21155,0.0287610619469027,1
"A7J2I2",0.559770115,0.124137931,0.003448276,0.04137931,-0.31,-0.294,0.319064,0.0206896551724138,1
"A8MQL1",0.413072499,0.257855823,0.220887246,0.155268022,3.03,0.142,1.29681,0.00924214417744917,1
"A8MR45",0.449583786,0.115635179,0,0.149837134,3,0.28,1.80221,0.0146579804560261,1
"A8MR97",0.417089057,0.227510157,0.094602438,0.101567034,5.05,0.238,1.48306,0.00116076610562972,1
"A9LNK9",0.395421729,0.239302694,0.123613312,0.245641838,8.3,0.42,1.86509,0.00792393026941363,1
"B3H5K9",0.450667803,0.204603581,0,0.049872123,1.41,-0.085,1.0487,0.0115089514066496,1
"B3H7H1",0.508367291,0.19804401,0,0.095354523,-0.5,-0.246,0.0731175,0.0317848410757946,1
"B4F7X6",0.449600581,0.202614379,0.104575163,0.062091503,3,-0.114,1.72282,0.00980392156862745,1
"B4F7Z5",0.355687308,0.316205534,0.335968379,0.616600791,3.87,-0.002,1.03273,0.0988142292490119,1
"B4F808",0.432815611,0.229390681,0.082437276,0.05734767,1.86,-0.06,0.769466,0.032258064516129,1
"B4F845",0.4186652,0.353135314,0.247524752,0.270627063,0.4,-0.465,0.290771,0.0033003300330033,1
"B4F8E1",0.336204147,0.339712919,0.492822967,0.354066986,2.63,-0.062,1.24437,0.0813397129186603,1
"B4F946",0.461098683,0.214765101,0.07606264,0.089485459,0.65,-0.158,0.527227,0.00671140939597315,1
"B4F957",0.330769231,0.267904509,1,0.347480106,7.07,0.048,3.97466,0.0689655172413793,1
"B4F9M6",0.401175523,0.11884058,0.592753623,0.385507246,7.6,0.436,2.52207,0.0188405797101449,1
"B4F9N8",0.389150607,0.325481799,0.271948608,0.205567452,5.56,0.136,2.15086,0.0107066381156317,1
"B4F9U9",0.428447421,0.185267857,0,0.323660714,3.79,0.15,1.1869,0.00669642857142857,1
"B4F9V3",0.319416611,0.424849699,0.78757515,0.450901804,1.78,-0.221,1.44722,0.0781563126252505,1
"B4FAI7",0.392475941,0.330708661,0.434645669,0.31023622,1.21,-0.196,0.895004,0.0393700787401575,1
"B4FAJ9",0.493706093,0.169032258,0,0.041290323,2.85,-0.18,1.03781,0.0116129032258065,1
"B4FAP0",0.440531728,0.169300226,0.090293454,0.047404063,3.12,0.045,0.781815,0.0496613995485327,1
"B4FAZ3",0.42605042,0.159663866,0.12605042,0.238095238,2.36,0.193,0.563884,0.00280112044817927,1
"B4FBF9",0.369007407,0.306666667,0.992,0.394666667,2.47,0.021,1.29798,0.0133333333333333,1
"B4FBI4",0.416328829,0.185810811,0.194256757,0.065878378,3.4,0.223,1.4483,0.0101351351351351,1
"B4FBN5",0.495274102,0.196597353,0,0.149338374,2.87,-0.091,0.783335,0.00189035916824197,1
"B4FCC2",0.366143231,0.314775161,0.147751606,0,2.28,-0.024,0.95948,0.0278372591006424,1
"B4FCH2",0.433088235,0.308823529,0.455882353,0,NA,-0.425,-0.530004,0.00735294117647059,1
"B4FCK9",0.435042735,0.338461538,0.676923077,0.253846154,NA,-0.561,0.88744,0.00769230769230769,1
"B4FCS1",0.369237473,0.364705882,0.145098039,0.192156863,4.54,-0.094,1.16532,0.0235294117647059,1
"B4FDG7",0.450389243,0.277070064,0,0.165605096,0.45,-0.301,0.221558,0.00318471337579618,1
"B4FDH3",0.477851852,0.3,0,0,0.16,-0.613,-0.529955,0.00666666666666667,1
"B4FDW2",0.401511438,0.305147059,0.202205882,0.1875,5.24,-0.01,0.0787206,0.0220588235294118,1
"B4FE66",0.424667286,0.217270195,0.13091922,0.26183844,3.28,-0.17,1.7467,0.011142061281337,1
"B4FET2",0.353549383,0.337962963,0.592592593,0.356481481,2.95,-0.108,1.17596,0.087962962962963,1
"B4FFH2",0.439368505,0.284172662,0.125899281,0.053956835,1.17,-0.267,1.36076,0.00899280575539568,1
"B4FG27",0.439753941,0.23183391,0.138408304,0,2.71,-0.106,0.547957,0.0069204152249135,1
"B4FGA5",0.476666667,0.25,1,0,NA,-0.382,0.03058,0.0125,1
"B4FGU4",0.420900901,0.310810811,0.389189189,0.213513514,-1.32,-0.254,0.164416,0.00540540540540541,1
"B4FHE4",0.415594542,0.286549708,0.093567251,0,-1.3,-0.333,0.0418678,0.0233918128654971,1
"B4FI96",0.405228758,0.25708061,0.311546841,0.224400871,2.15,-0.047,0.572182,0.00435729847494553,1
"B4FKD1",0.436197378,0.170807453,0.285714286,0.180124224,2.3,0.03,-0.123806,0.0372670807453416,1
"B4FKD5",0.51138322,0.2,0,0,-0.63,-0.395,-0.0811383,0.0122448979591837,1
"B4FKM9",0.462588652,0.265957447,0,0.090425532,-0.84,-0.379,-0.0912009,0.00531914893617021,1
"B4FL42",0.402799824,0.33531746,0,0.047619048,0.28,-0.405,0.641918,0.00396825396825397,1
"B4FLF6",0.4172484,0.30104712,0.5,0.303664921,4.12,-0.05,0.728039,0.0130890052356021,1
"B4FLG1",0.411917858,0.267326733,0,0.148514851,3.85,-0.098,1.17973,0.0033003300330033,1
"B4FM15",0.417047184,0.239726027,0.48630137,0,-0.71,-0.199,0.716424,0.0136986301369863,1
"B4FMA8",0.439773716,0.203655352,0,0.229765013,9.16,0.095,3.6554,0.02088772845953,1
"B4FMI4",0.470362473,0.255863539,0,0.336886994,2.66,-0.163,-0.0213831,0.00426439232409382,1
"B4FMW9",0.412585034,0.316326531,0.993197279,0.418367347,0.93,-0.19,0.65123,0.0136054421768707,1
"B4FN19",0.470950469,0.301204819,0.512048193,0,0.45,-0.557,0.241471,0.00602409638554217,1
"B4FNQ8",0.461786787,0.317567568,0,0,-1.33,-0.417,-0.178596,0.0135135135135135,1
"B4FNT0",0.410851202,0.292397661,0.076023392,0,-1.25,-0.272,0.315536,0.0233918128654971,1
"B4FPA6",0.459284627,0.260273973,0,0,-0.17,-0.233,-0.304068,0.0410958904109589,1
"B4FQ71",0.426858372,0.146126761,0.521126761,0.417253521,5.16,0.354,0.86395,0.0422535211267606,1
"B4FQA5",0.42859745,0.31557377,1,0.704918033,0.48,-0.419,-0.0739507,0.0163934426229508,1
"B4FQW8",0.543637063,0.141868512,0.121107266,0.034602076,-0.74,-0.224,0.607189,0.00346020761245675,1
"B4FQZ4",0.458363636,0.285454545,0.247272727,0.258181818,0.72,-0.246,0.764777,0.00727272727272727,1
"B4FRR8",0.436637512,0.256559767,0.029154519,0.311953353,1.99,-0.068,0.0764826,0.0379008746355685,1
"B4FRV0",0.484484228,0.132992327,0.148337596,0.294117647,1.29,0.007,0.445582,0.00255754475703325,1
"B4FS58",0.406967985,0.355932203,1,0.63559322,NA,-0.199,-0.0264308,0.00847457627118644,1
"B4FSE0",0.378546471,0.235849057,0.135220126,0.559748428,14.77,0.493,4.55882,0.00314465408805031,1
"B4FSR3",0.454673721,0.275132275,0.153439153,0.206349206,-0.28,-0.219,0.543367,0.0158730158730159,1
"B4FSS8",0.454526749,0.277777778,0,0.154320988,-0.59,-0.372,0.199227,0.00308641975308642,1
"B4FTE5",0.433715875,0.312989045,0.139280125,0.250391236,7.01,0.124,1.41254,0.0203442879499218,1
